gregorian calendar dates,persian calander dates,first price recorded on the day,lowest price recorded on the day,highest price recorded during the day,last price recorded on the day
2017/05/09,1396/02/19,37560,37540,37570,37540
2017/05/10,1396/02/20,37570,37560,37590,37570
2017/05/11,1396/02/21,37580,37570,37600,37590
2017/05/13,1396/02/23,37600,37570,37610,37590
2017/05/14,1396/02/24,37580,37560,37600,37560
2017/05/15,1396/02/25,37580,37540,37580,37540
2017/05/16,1396/02/26,37550,37540,37580,37550
2017/05/17,1396/02/27,37590,37550,37720,37710
2017/05/18,1396/02/28,37720,37670,37730,37670
2017/05/20,1396/02/30,37690,37410,37690,37410
2017/05/21,1396/02/31,37380,37330,37400,37400
2017/05/22,1396/03/01,37330,37320,37390,37350
2017/05/23,1396/03/02,37450,37450,37580,37530
2017/05/24,1396/03/03,37520,37480,37560,37480
2017/05/25,1396/03/04,37470,37430,37470,37430
2017/05/27,1396/03/06,37420,37420,37460,37430
2017/05/28,1396/03/07,37420,37370,37450,37370
2017/05/29,1396/03/08,37380,37380,37430,37380
2017/05/30,1396/03/09,37370,37350,37380,37360
2017/05/31,1396/03/10,37380,37330,37580,37340
2017/06/01,1396/03/11,37350,37340,37350,37340
2017/06/03,1396/03/13,37330,37320,37330,37320
2017/06/04,1396/03/14,37330,37330,37330,37330
2017/06/06,1396/03/16,37320,37290,37320,37300
2017/06/07,1396/03/17,37310,37300,37390,37380
2017/06/08,1396/03/18,37400,37370,37400,37370
2017/06/10,1396/03/20,37380,37350,37380,37360
2017/06/11,1396/03/21,37350,37350,37380,37350
2017/06/12,1396/03/22,37340,37290,37350,37300
2017/06/13,1396/03/23,37310,37270,37310,37270
2017/06/14,1396/03/24,37280,37270,37310,37300
2017/06/15,1396/03/25,37320,37300,37320,37310
2017/06/17,1396/03/27,37300,37270,37340,37320
2017/06/18,1396/03/28,37320,37320,37500,37500
2017/06/19,1396/03/29,37480,37440,37610,37500
2017/06/20,1396/03/30,37510,37450,37520,37450
2017/06/21,1396/03/31,37420,37370,37420,37420
2017/06/22,1396/04/01,37460,37440,37480,37440
2017/06/24,1396/04/03,37450,37450,37580,37570
2017/06/25,1396/04/04,37580,37540,37590,37540
2017/06/27,1396/04/06,37500,37500,37540,37540
2017/06/28,1396/04/07,37560,37560,37650,37590
2017/06/29,1396/04/08,37640,37640,37680,37680
2017/07/01,1396/04/10,37720,37720,37910,37890
2017/07/02,1396/04/11,37870,37840,37880,37840
2017/07/03,1396/04/12,37820,37780,37820,37790
2017/07/04,1396/04/13,37840,37800,37860,37800
2017/07/05,1396/04/14,37820,37790,37880,37880
2017/07/06,1396/04/15,37890,37880,37920,37880
2017/07/08,1396/04/17,37890,37880,37900,37890
2017/07/09,1396/04/18,37880,37860,37890,37860
2017/07/10,1396/04/19,37870,37860,37880,37880
2017/07/11,1396/04/20,37910,37910,37960,37930
2017/07/12,1396/04/21,37950,37900,37950,37900
2017/07/13,1396/04/22,37890,37850,37890,37850
2017/07/15,1396/04/24,37810,37800,37830,37820
2017/07/16,1396/04/25,37810,37790,37830,37800
2017/07/17,1396/04/26,37810,37770,37810,37790
2017/07/18,1396/04/27,37780,37780,37790,37780
2017/07/19,1396/04/28,37770,37770,37770,37770
2017/07/20,1396/04/29,37820,37820,37820,37820
2017/07/22,1396/04/31,37850,37760,37850,37760
2017/07/23,1396/05/01,37750,37740,37750,37750
2017/07/24,1396/05/02,37740,37710,37740,37720
2017/07/25,1396/05/03,37730,37720,37790,37790
2017/07/26,1396/05/04,37810,37810,38000,38000
2017/07/27,1396/05/05,38020,38010,38040,38010
2017/07/29,1396/05/07,38020,38010,38070,38070
2017/07/30,1396/05/08,38080,38080,38130,38120
2017/07/31,1396/05/09,38110,38100,38130,38130
2017/08/01,1396/05/10,38140,38140,38210,38190
2017/08/02,1396/05/11,38200,38190,38210,38210
2017/08/03,1396/05/12,38220,38220,38260,38260
2017/08/06,1396/05/15,38250,38200,38250,38210
2017/08/07,1396/05/16,38200,38150,38200,38150
2017/08/08,1396/05/17,38140,38110,38140,38110
2017/08/09,1396/05/18,38120,38110,38130,38110
2017/08/12,1396/05/21,38120,38120,38130,38130
2017/08/13,1396/05/22,38140,38100,38140,38120
2017/08/14,1396/05/23,38130,38130,38130,38130
2017/08/15,1396/05/24,38140,38140,38170,38170
2017/08/16,1396/05/25,38190,38180,38200,38200
2017/08/17,1396/05/26,38190,38190,38200,38200
2017/08/19,1396/05/28,38190,38190,38240,38240
2017/08/20,1396/05/29,38250,38250,38280,38280
2017/08/21,1396/05/30,38270,38270,38320,38300
2017/08/22,1396/05/31,38310,38300,38310,38300
2017/08/23,1396/06/01,38310,38310,38330,38330
2017/08/24,1396/06/02,38340,38340,38380,38380
2017/08/26,1396/06/04,38390,38390,38520,38520
2017/08/27,1396/06/05,38530,38530,38650,38590
2017/08/28,1396/06/06,38580,38580,38600,38580
2017/08/29,1396/06/07,38570,38570,38630,38630
2017/08/30,1396/06/08,38650,38650,38720,38720
2017/08/31,1396/06/09,38730,38730,38740,38740
2017/09/02,1396/06/11,38750,38750,38820,38820
2017/09/03,1396/06/12,38830,38830,38900,38900
2017/09/04,1396/06/13,38910,38790,38930,38790
2017/09/05,1396/06/14,38780,38760,38820,38820
2017/09/06,1396/06/15,38830,38830,38960,38940
2017/09/07,1396/06/16,38950,38950,39040,39040
2017/09/10,1396/06/19,39050,39000,39060,39000
2017/09/11,1396/06/20,39010,38980,39010,39000
2017/09/12,1396/06/21,39010,39000,39170,39140
2017/09/13,1396/06/22,39160,39090,39250,39200
2017/09/14,1396/06/23,39140,39090,39140,39100
2017/09/16,1396/06/25,39120,39040,39120,39040
2017/09/17,1396/06/26,39080,38980,39080,38980
2017/09/18,1396/06/27,38970,38960,39000,38970
2017/09/19,1396/06/28,38950,38920,38950,38920
2017/09/20,1396/06/29,38930,38910,38930,38930
2017/09/21,1396/06/30,38920,38920,38920,38920
2017/09/23,1396/07/01,38940,38910,38960,38930
2017/09/24,1396/07/02,38920,38920,38930,38920
2017/09/25,1396/07/03,38930,38930,39000,39000
2017/09/26,1396/07/04,39010,39010,39130,39060
2017/09/27,1396/07/05,39050,39050,39090,39070
2017/09/28,1396/07/06,39080,39080,39110,39110
2017/10/02,1396/07/10,39120,39120,39160,39160
2017/10/03,1396/07/11,39170,39170,39300,39300
2017/10/04,1396/07/12,39240,39240,39370,39370
2017/10/05,1396/07/13,39380,39380,39480,39480
2017/10/07,1396/07/15,39540,39530,39710,39710
2017/10/08,1396/07/16,39660,39600,39980,39780
2017/10/09,1396/07/17,39760,39740,40410,40410
2017/10/10,1396/07/18,40480,39830,40490,40240
2017/10/11,1396/07/19,40220,40040,40230,40160
2017/10/12,1396/07/20,40180,40170,40180,40170
2017/10/14,1396/07/22,40190,39970,40190,39970
2017/10/15,1396/07/23,39950,39930,40080,40070
2017/10/16,1396/07/24,40060,40010,40150,40080
2017/10/17,1396/07/25,40070,40070,40190,40190
2017/10/18,1396/07/26,40170,40170,40340,40210
2017/10/19,1396/07/27,40220,40110,40220,40170
2017/10/21,1396/07/29,40140,40130,40190,40130
2017/10/22,1396/07/30,40140,40110,40160,40110
2017/10/23,1396/08/01,40120,40110,40180,40180
2017/10/24,1396/08/02,40200,40190,40350,40300
2017/10/25,1396/08/03,40330,40220,40330,40280
2017/10/26,1396/08/04,40300,40260,40330,40320
2017/10/28,1396/08/06,40400,40390,40600,40600
2017/10/29,1396/08/07,40670,40620,40760,40690
2017/10/30,1396/08/08,40710,40540,40720,40550
2017/10/31,1396/08/09,40530,40520,40570,40520
2017/11/01,1396/08/10,40550,40520,40620,40580
2017/11/02,1396/08/11,40570,40490,40570,40540
2017/11/04,1396/08/13,40550,40500,40550,40540
2017/11/05,1396/08/14,40520,40510,40700,40660
2017/11/06,1396/08/15,40700,40690,40740,40720
2017/11/07,1396/08/16,40730,40690,40770,40700
2017/11/08,1396/08/17,40710,40700,40760,40740
2017/11/11,1396/08/20,40750,40750,40850,40830
2017/11/12,1396/08/21,40850,40850,40990,40990
2017/11/13,1396/08/22,40970,40970,41360,41360
2017/11/14,1396/08/23,41340,41120,41380,41220
2017/11/15,1396/08/24,41100,40970,41100,41010
2017/11/16,1396/08/25,40980,40960,41010,41000
2017/11/18,1396/08/27,40960,40950,40990,40960
2017/11/20,1396/08/29,41000,40930,41050,40940
2017/11/21,1396/08/30,40920,40910,40990,40930
2017/11/22,1396/09/01,41020,41010,41250,41210
2017/11/23,1396/09/02,41230,41230,41280,41240
2017/11/25,1396/09/04,41230,41200,41290,41270
2017/11/26,1396/09/05,41220,41110,41220,41180
2017/11/27,1396/09/06,41150,41150,41180,41180
2017/11/28,1396/09/07,41190,41180,41290,41270
2017/11/29,1396/09/08,41340,41250,41480,41360
2017/11/30,1396/09/09,41380,41320,41390,41390
2017/12/02,1396/09/11,41450,41440,41550,41550
2017/12/03,1396/09/12,41500,41480,41680,41640
2017/12/04,1396/09/13,41660,41660,41920,41860
2017/12/05,1396/09/14,41980,41950,42140,42020
2017/12/07,1396/09/16,41960,41930,42000,41950
2017/12/09,1396/09/18,41900,41860,42030,42030
2017/12/10,1396/09/19,42070,42060,42200,42070
2017/12/11,1396/09/20,42140,42070,42170,42110
2017/12/12,1396/09/21,42130,42040,42220,42200
2017/12/13,1396/09/22,42080,42080,42230,42190
2017/12/14,1396/09/23,42090,42030,42110,42110
2017/12/16,1396/09/25,42090,41900,42090,41900
2017/12/17,1396/09/26,41830,41810,42000,41830
2017/12/18,1396/09/27,41850,41780,41870,41810
2017/12/19,1396/09/28,41800,41800,41970,41970
2017/12/20,1396/09/29,41900,41860,41970,41860
2017/12/21,1396/09/30,41940,41940,41940,41940
2017/12/23,1396/10/02,42000,41850,42000,41860
2017/12/24,1396/10/03,41950,41860,41980,41940
2017/12/25,1396/10/04,41900,41790,41950,41790
2017/12/26,1396/10/05,41800,41750,41890,41890
2017/12/27,1396/10/06,41800,41800,42100,41890
2017/12/28,1396/10/07,41930,41920,42100,42030
2017/12/30,1396/10/09,42150,42110,42360,42350
2017/12/31,1396/10/10,42420,42420,42920,42880
2018/01/01,1396/10/11,42990,42880,43230,42880
2018/01/02,1396/10/12,42960,42850,43460,43390
2018/01/03,1396/10/13,43380,43000,43910,43740
2018/01/04,1396/10/14,43640,43130,43690,43240
2018/01/06,1396/10/16,43200,42800,43320,43320
2018/01/07,1396/10/17,43340,43340,43580,43530
2018/01/08,1396/10/18,43680,43680,44150,43950
2018/01/09,1396/10/19,43650,43490,43970,43660
2018/01/10,1396/10/20,43690,43690,44020,44010
2018/01/11,1396/10/21,44030,44030,44380,44150
2018/01/13,1396/10/23,43690,43670,44140,44110
2018/01/14,1396/10/24,44110,44090,44520,44260
2018/01/15,1396/10/25,44170,43920,44230,44210
2018/01/16,1396/10/26,44280,44200,44480,44290
2018/01/17,1396/10/27,44370,44100,44590,44480
2018/01/18,1396/10/28,44610,44500,44910,44580
2018/01/20,1396/10/30,44570,44570,45650,45330
2018/01/21,1396/11/01,45530,45420,46420,45970
2018/01/22,1396/11/02,46230,45600,46980,45790
2018/01/23,1396/11/03,45780,45550,46460,45800
2018/01/24,1396/11/04,45610,45530,46010,45660
2018/01/25,1396/11/05,45630,45330,45650,45330
2018/01/27,1396/11/07,45230,45010,45280,45160
2018/01/28,1396/11/08,45230,45230,45690,45680
2018/01/29,1396/11/09,45700,45490,46080,45500
2018/01/30,1396/11/10,45450,45420,45830,45670
2018/01/31,1396/11/11,45880,45620,46450,46450
2018/02/01,1396/11/12,46480,46380,46540,46470
2018/02/03,1396/11/14,46540,46410,47080,47040
2018/02/04,1396/11/15,47090,46890,47790,47440
2018/02/05,1396/11/16,47490,46730,47590,46760
2018/02/06,1396/11/17,46660,46110,47020,46900
2018/02/07,1396/11/18,46930,45410,47800,45450
2018/02/08,1396/11/19,45430,45370,46850,46700
2018/02/10,1396/11/21,46640,46420,47500,47250
2018/02/11,1396/11/22,47260,47250,47350,47270
2018/02/12,1396/11/23,47320,47320,48500,48490
2018/02/13,1396/11/24,48720,48450,49120,48770
2018/02/14,1396/11/25,48750,48160,48750,48170
2018/02/15,1396/11/26,47900,47380,47900,47380
2018/02/17,1396/11/28,47380,46970,47450,46970
2018/02/18,1396/11/29,46970,46090,46970,46090
2018/02/19,1396/11/30,46060,45670,46060,45750
2018/02/21,1396/12/02,45700,45180,45700,45180
2018/02/22,1396/12/03,45130,44930,45250,44930
2018/02/24,1396/12/05,44900,44770,44900,44780
2018/02/25,1396/12/06,44790,44750,44800,44760
2018/02/26,1396/12/07,44780,44760,44780,44780
2018/02/27,1396/12/08,44760,44720,44760,44720
2018/02/28,1396/12/09,44710,44710,44710,44710
2018/03/01,1396/12/10,44700,44690,44700,44700
2018/03/02,1396/12/11,44690,44690,44690,44690
2018/03/03,1396/12/12,44680,44670,47330,47080
2018/03/04,1396/12/13,47110,47080,47700,47700
2018/03/05,1396/12/14,47730,47630,47790,47690
2018/03/06,1396/12/15,47740,47730,47800,47750
2018/03/07,1396/12/16,47950,47840,47960,47880
2018/03/08,1396/12/17,47890,47850,47900,47860
2018/03/09,1396/12/18,47890,47890,47890,47890
2018/03/10,1396/12/19,48340,47960,48340,47960
2018/03/11,1396/12/20,47920,47850,48030,48030
2018/03/12,1396/12/21,48080,47230,48500,48260
2018/03/13,1396/12/22,48270,47820,48420,48160
2018/03/14,1396/12/23,48210,48060,48510,48510
2018/03/15,1396/12/24,48550,48370,48560,48490
2018/03/16,1396/12/25,48650,48650,48650,48650
2018/03/17,1396/12/26,48670,48290,48740,48310
2018/03/18,1396/12/27,48290,48190,48290,48190
2018/03/19,1396/12/28,48280,48280,48750,48570
2018/03/20,1396/12/29,48750,48750,49130,48990
2018/03/24,1397/01/04,48810,48810,49210,49210
2018/03/25,1397/01/05,49390,49210,50080,49910
2018/03/26,1397/01/06,49710,49710,51180,51030
2018/03/27,1397/01/07,51010,49600,51400,50490
2018/03/28,1397/01/08,50440,50340,50700,50460
2018/03/29,1397/01/09,50570,50410,51400,50450
2018/03/30,1397/01/10,51020,51020,51020,51020
2018/03/31,1397/01/11,50850,50800,50850,50800
2018/04/01,1397/01/12,50450,50290,50450,50290
2018/04/02,1397/01/13,50800,50800,50800,50800
2018/04/03,1397/01/14,49850,49850,51450,50540
2018/04/04,1397/01/15,50550,50050,50560,50560
2018/04/05,1397/01/16,50430,50400,50940,50940
2018/04/07,1397/01/18,50700,50700,51850,51710
2018/04/08,1397/01/19,52450,52080,57050,56600
2018/04/09,1397/01/20,56450,56450,60480,58650
2018/04/11,1397/01/22,42000,42000,42000,42000
2018/04/18,1397/01/29,53380,53310,55970,55920
2018/04/19,1397/01/30,55930,55470,55960,55740
2018/04/20,1397/01/31,55730,55680,56160,56130
2018/04/21,1397/02/01,56120,56020,56480,56330
2018/04/22,1397/02/02,56170,55870,56330,55870
2018/04/23,1397/02/03,55880,54880,56010,55290
2018/04/24,1397/02/04,54830,54450,55240,54500
2018/04/25,1397/02/05,54180,54150,54230,54230
2018/04/26,1397/02/06,55460,55310,56420,56350
2018/04/28,1397/02/08,56360,56000,56410,56030
2018/04/29,1397/02/09,57110,56950,58540,58540
2018/04/30,1397/02/10,58520,56610,59610,57030
2018/05/01,1397/02/11,57020,57020,60390,59650
2018/05/02,1397/02/12,59640,59310,59740,59640
2018/05/03,1397/02/13,59630,59440,61970,61170
2018/05/04,1397/02/14,61190,61090,61420,61160
2018/05/05,1397/02/15,61150,61100,65130,63830
2018/05/06,1397/02/16,63810,62180,65600,63500
2018/05/07,1397/02/17,63510,59060,63650,59230
2018/05/08,1397/02/18,59220,59080,64420,63900
2018/05/09,1397/02/19,63890,63650,66840,65710
2018/05/10,1397/02/20,65720,64660,68090,66530
2018/05/11,1397/02/21,66520,66300,66990,66900
2018/05/12,1397/02/22,66920,64370,67480,65970
2018/05/13,1397/02/23,65410,63990,66300,64550
2018/05/14,1397/02/24,64540,61130,64560,63300
2018/05/15,1397/02/25,63310,62050,64290,64140
2018/05/16,1397/02/26,64150,60940,65280,61520
2018/05/17,1397/02/27,61530,61380,63650,62740
2018/05/18,1397/02/28,62750,62600,62980,62640
2018/05/19,1397/02/29,62630,61380,62710,61380
2018/05/20,1397/02/30,61250,60650,62250,62010
2018/05/21,1397/02/31,62130,62060,64050,63330
2018/05/22,1397/03/01,63320,62410,64410,63870
2018/05/23,1397/03/02,63860,63310,63990,63640
2018/05/24,1397/03/03,63630,62430,64250,63440
2018/05/25,1397/03/04,63450,63360,63670,63670
2018/05/26,1397/03/05,63660,63280,63970,63970
2018/05/27,1397/03/06,64020,63300,64440,63630
2018/05/28,1397/03/07,63700,62740,64480,63530
2018/05/29,1397/03/08,63540,58650,64150,62920
2018/05/30,1397/03/09,62930,62890,65740,64380
2018/05/31,1397/03/10,64370,64000,64900,64640
2018/06/01,1397/03/11,64630,64620,65150,65020
2018/06/02,1397/03/12,65000,63830,65180,63900
2018/06/03,1397/03/13,64470,63610,64950,64390
2018/06/04,1397/03/14,64400,64090,64530,64250
2018/06/05,1397/03/15,64260,64040,65460,65210
2018/06/06,1397/03/16,65200,64710,65350,65090
2018/06/07,1397/03/17,65070,64770,66020,65030
2018/06/08,1397/03/18,65040,64390,65220,64390
2018/06/09,1397/03/19,64400,64310,67350,67350
2018/06/10,1397/03/20,67570,65760,68880,65760
2018/06/11,1397/03/21,65740,65500,68660,67810
2018/06/12,1397/03/22,67800,67790,70910,70350
2018/06/13,1397/03/23,70340,69780,71860,70080
2018/06/14,1397/03/24,70070,66600,70160,67690
2018/06/15,1397/03/25,67680,67630,68880,68670
2018/06/16,1397/03/26,68650,68520,69380,69320
2018/06/17,1397/03/27,68740,67940,70690,70310
2018/06/18,1397/03/28,70430,69300,72760,70540
2018/06/19,1397/03/29,70550,70250,72720,72270
2018/06/20,1397/03/30,72290,72260,74030,74000
2018/06/21,1397/03/31,73980,73580,75750,74910
2018/06/23,1397/04/02,74930,74530,75360,75060
2018/06/24,1397/04/03,81000,79620,90960,87050
2018/06/25,1397/04/04,87000,78760,89430,81550
2018/06/26,1397/04/05,81530,78330,83640,78910
2018/06/27,1397/04/06,78920,77900,80290,79740
2018/06/28,1397/04/07,79710,79630,84510,82280
2018/06/29,1397/04/08,82270,81940,83310,82280
2018/06/30,1397/04/09,82300,78200,85050,79750
2018/07/01,1397/04/10,79980,79870,83670,83580
2018/07/02,1397/04/11,83650,82170,85420,83310
2018/07/03,1397/04/12,83330,81390,83610,81600
2018/07/04,1397/04/13,81640,78850,82160,80140
2018/07/05,1397/04/14,80150,76250,80360,78470
2018/07/06,1397/04/15,78460,78340,81690,80370
2018/07/07,1397/04/16,80390,76930,80640,80190
2018/07/08,1397/04/17,79800,78610,80870,79860
2018/07/09,1397/04/18,79820,78630,79860,79460
2018/07/10,1397/04/19,79470,77650,80090,77850
2018/07/12,1397/04/21,77860,76000,78300,77900
2018/07/13,1397/04/22,78170,77740,78620,78220
2018/07/14,1397/04/23,78210,77770,80230,79610
2018/07/15,1397/04/24,80300,80300,83120,80740
2018/07/16,1397/04/25,80780,78790,81320,79190
2018/07/17,1397/04/26,79170,77650,81990,81950
2018/07/18,1397/04/27,81940,80450,83640,81340
2018/07/19,1397/04/28,81360,80770,84620,81960
2018/07/20,1397/04/29,81980,81240,82740,81490
2018/07/21,1397/04/30,81470,81340,86500,86500
2018/07/22,1397/04/31,86250,85990,90460,88970
2018/07/23,1397/05/01,88990,88730,95340,93700
2018/07/24,1397/05/02,93710,91130,95750,94060
2018/07/25,1397/05/03,94070,91450,94600,91550
2018/07/26,1397/05/04,91560,91340,95290,93160
2018/07/27,1397/05/05,93170,93060,95530,94560
2018/07/28,1397/05/06,94550,92880,96940,96940
2018/07/29,1397/05/07,103780,101000,118260,116500
2018/07/30,1397/05/08,116550,107810,117610,114700
2018/07/31,1397/05/09,114710,95090,114890,105410
2018/08/01,1397/05/10,105390,101010,111930,105980
2018/08/02,1397/05/11,105990,95600,113120,112960
2018/08/03,1397/05/12,112970,102100,113370,105770
2018/08/04,1397/05/13,105760,99000,113460,101480
2018/08/05,1397/05/14,98100,98170,101660,98170
2018/08/06,1397/05/15,98150,92450,99290,95960
2018/08/07,1397/05/16,95970,82310,98050,89760
2018/08/08,1397/05/17,89780,89250,107860,102540
2018/08/09,1397/05/18,102520,91740,111550,103360
2018/08/10,1397/05/19,103350,103170,109670,109430
2018/08/11,1397/05/20,109370,100370,111550,104280
2018/08/12,1397/05/21,103970,97470,105910,100850
2018/08/13,1397/05/22,100880,99470,106590,106260
2018/08/14,1397/05/23,106260,105150,110300,105550
2018/08/15,1397/05/24,105540,103070,107970,105030
2018/08/16,1397/05/25,105040,103360,107150,107090
2018/08/17,1397/05/26,107120,106610,109980,107120
2018/08/18,1397/05/27,107060,102600,107080,103300
2018/08/19,1397/05/28,102980,101960,105280,103050
2018/08/20,1397/05/29,103160,102880,105600,104140
2018/08/21,1397/05/30,104150,103600,107110,105840
2018/08/22,1397/05/31,105830,105230,106070,105460
2018/08/23,1397/06/01,105470,103770,106640,105090
2018/08/24,1397/06/02,105080,102370,105280,102790
2018/08/25,1397/06/03,102810,102720,105020,104390
2018/08/26,1397/06/04,105020,104390,106440,105430
2018/08/27,1397/06/05,105310,105270,108140,107150
2018/08/28,1397/06/06,107140,104770,110700,110610
2018/08/29,1397/06/07,110620,106020,110680,110110
2018/08/30,1397/06/08,109430,109270,111050,110350
2018/08/31,1397/06/09,110250,109420,110420,109970
2018/09/01,1397/06/10,109960,107420,112320,111890
2018/09/02,1397/06/11,112060,104000,121980,119770
2018/09/04,1397/06/13,119790,119370,135880,127950
2018/09/05,1397/06/14,137140,136400,150670,136890
2018/09/06,1397/06/15,136430,134680,144700,135110
2018/09/08,1397/06/17,135260,128930,137060,134470
2018/09/09,1397/06/18,128710,120970,130320,129630
2018/09/10,1397/06/19,129940,129550,138980,138160
2018/09/11,1397/06/20,138190,135190,146060,135330
2018/09/12,1397/06/21,135370,134170,138980,137160
2018/09/13,1397/06/22,137210,136750,138940,137600
2018/11/15,1397/08/24,119000,118400,119000,118400
2018/11/17,1397/08/26,118150,118150,118200,118200
2018/11/18,1397/08/27,120870,120870,120870,120870
2018/11/19,1397/08/28,127220,127220,127220,127220
2018/11/20,1397/08/29,128400,128400,128400,128400
2018/11/21,1397/08/30,127910,127910,127910,127910
2018/11/22,1397/09/01,127710,127710,127710,127710
2018/11/24,1397/09/03,127250,127250,127250,127250
2018/11/26,1397/09/05,123350,123350,123350,123350
2018/11/27,1397/09/06,123030,123030,123030,123030
2018/11/28,1397/09/07,121150,121150,121150,121150
2018/11/29,1397/09/08,112680,112450,112680,112450
2018/12/01,1397/09/10,112750,107620,115540,113580
2018/12/02,1397/09/11,113570,113570,121100,121100
2018/12/03,1397/09/12,120240,113660,120290,114300
2018/12/04,1397/09/13,114030,111710,114800,113670
2018/12/05,1397/09/14,113900,112690,114010,113520
2018/12/06,1397/09/15,113640,109790,116480,113030
2018/12/08,1397/09/17,112410,112340,116940,115170
2018/12/09,1397/09/18,114870,112110,114870,112410
2018/12/10,1397/09/19,112500,107360,112540,107900
2018/12/11,1397/09/20,107840,107640,108230,108190
2018/12/12,1397/09/21,108230,86900,109940,97100
2018/12/13,1397/09/22,97900,97900,101500,101300
2018/12/15,1397/09/24,101250,101250,101850,101350
2018/12/16,1397/09/25,99900,97050,99950,99500
2018/12/17,1397/09/26,99900,99400,99900,99400
2018/12/18,1397/09/27,99400,99400,99400,99400
2018/12/19,1397/09/28,101000,99900,101000,99900
2018/12/20,1397/09/29,99800,99700,99890,99700
2018/12/22,1397/10/01,99900,99900,99900,99900
2018/12/24,1397/10/03,101000,101000,101000,101000
2018/12/25,1397/10/04,103950,103950,105000,105000
2018/12/26,1397/10/05,109000,109000,118000,112000
2018/12/27,1397/10/06,111900,107500,111900,107500
2018/12/29,1397/10/08,105000,102800,105000,103000
2018/12/30,1397/10/09,106000,105500,108000,107000
2018/12/31,1397/10/10,108000,107900,108000,108000
2019/01/01,1397/10/11,107000,105000,107000,105000
2019/01/02,1397/10/12,104900,104200,105000,104500
2019/01/03,1397/10/13,106000,105800,106000,106000
2019/01/05,1397/10/15,105950,105500,106000,105900
2019/01/06,1397/10/16,105450,104900,105600,105500
2019/01/07,1397/10/17,107000,106900,107100,107000
2019/01/08,1397/10/18,109000,108700,109000,109000
2019/01/09,1397/10/19,108800,108600,109050,108800
2019/01/10,1397/10/20,108900,108850,108900,108900
2019/01/12,1397/10/22,111000,110850,113500,113000
2019/01/13,1397/10/23,116000,114000,118000,114000
2019/01/15,1397/10/25,112500,112300,112650,112500
2019/01/16,1397/10/26,114500,114350,114600,114500
2019/01/17,1397/10/27,115900,115900,115900,115900
2019/01/19,1397/10/29,114500,114300,114550,114500
2019/01/20,1397/10/30,114400,114300,114500,114500
2019/01/21,1397/11/01,116500,116300,116500,116300
2019/01/22,1397/11/02,116500,116250,116500,116500
2019/01/23,1397/11/03,115400,115200,115450,115400
2019/01/24,1397/11/04,115100,115000,115100,115000
2019/01/26,1397/11/06,115100,115100,118500,116500
2019/01/27,1397/11/07,117900,117750,117950,117900
2019/01/28,1397/11/08,118500,117800,118500,118000
2019/01/29,1397/11/09,118900,117900,118900,118300
2019/01/30,1397/11/10,119500,119300,119600,119450
2019/01/31,1397/11/11,119000,118350,119000,118500
2019/02/02,1397/11/13,115500,112700,115500,113000
2019/02/03,1397/11/14,110000,109700,110000,110000
2019/02/04,1397/11/15,114500,114400,116550,116500
2019/02/05,1397/11/16,118500,117300,118600,117500
2019/02/06,1397/11/17,118500,118200,118600,118500
2019/02/07,1397/11/18,116500,116450,116600,116450
2019/02/10,1397/11/21,116500,116500,117200,117100
2019/02/12,1397/11/23,118000,118000,119000,119000
2019/02/13,1397/11/24,119300,119100,119300,119300
2019/02/14,1397/11/25,118500,118300,118500,118500
2019/02/16,1397/11/27,118400,118300,123000,121000
2019/02/17,1397/11/28,122500,122550,123600,123500
2019/02/18,1397/11/29,123600,123600,129000,129000
2019/02/19,1397/11/30,128000,127800,128000,128000
2019/02/20,1397/12/01,129900,122800,129900,129700
2019/02/21,1397/12/02,129600,129600,129700,129700
2019/02/23,1397/12/04,125000,125000,125000,125000
2019/02/24,1397/12/05,136500,136500,136500,136500
2019/02/25,1397/12/06,135500,134500,135500,134500
2019/02/26,1397/12/07,133500,133000,133500,133000
2019/02/27,1397/12/08,132500,132500,132800,132500
2019/02/28,1397/12/09,132000,132000,132000,132000
2019/03/02,1397/12/11,134500,134400,134500,134500
2019/03/03,1397/12/12,133000,129800,133000,129860
2019/03/04,1397/12/13,130040,126850,130040,127070
2019/03/05,1397/12/14,126020,125850,126100,125980
2019/03/06,1397/12/15,125950,125900,132550,131540
2019/03/07,1397/12/16,131560,130360,131570,130370
2019/03/09,1397/12/18,131890,131360,132070,131510
2019/03/10,1397/12/19,131460,130360,131570,130420
2019/03/11,1397/12/20,129440,128930,129550,129050
2019/03/12,1397/12/21,128970,128430,129050,128470
2019/03/13,1397/12/22,128490,128430,128550,128550
2019/03/14,1397/12/23,132040,130930,132050,131020
2019/03/16,1397/12/25,130840,129800,139560,129850
2019/03/17,1397/12/26,129930,128800,129960,128830
2019/03/18,1397/12/27,128920,128800,128960,128890
2019/03/19,1397/12/28,128950,128800,128960,128940
2019/03/25,1398/01/05,129550,129410,129560,129520
2019/03/26,1398/01/06,129490,129400,129560,129510
2019/03/27,1398/01/07,129560,129400,129560,129420
2019/03/28,1398/01/08,129540,129380,133600,131890
2019/03/30,1398/01/10,131980,131880,132100,132000
2019/03/31,1398/01/11,131940,131890,132000,132000
2019/04/04,1398/01/15,131890,131890,132000,132000
2019/04/06,1398/01/17,131980,131890,132000,131900
2019/04/07,1398/01/18,131930,131890,138010,133910
2019/04/08,1398/01/19,133900,133890,136900,136900
